numSamples	likelihood1	iterations1	likelihood2	iterations2
1	-0.810930216216	3	-0.510825623766	3	0.466666666667	0.933333333333	0.466666666667
2	-1.15072828981	3	-0.786085176219	3	0.3	0.6	0.3
3	-1.33886130789	3	-0.985512200916	3	0.2	0.4	0.2
4	-4.63001522599	3	-4.93367425296	3	0.466666666667	0.933333333333	0.466666666667
5	-1.54150679827	3	-1.29755597743	3	0.0857142857143	0.171428571429	0.0857142857143
6	-3.62589307913	3	-3.45686781733	3	0.3	0.35	0.05
7	-1.64896249919	3	-1.5620048592	3	0.0222222222222	0.0444444444444	0.0222222222222
8	-1.68576825053	3	-1.68576825053	3	0	0	0
9	-9.65548417218	3	-10.1704358817	3	0.345454545455	0.690909090909	0.345454545455
10	-6.86530696075	3	-6.68348321429	3	0.133333333333	0.266666666667	0.133333333333
11	-4.42281280794	3	-4.23666003398	3	0.0461538461538	0.153846153846	0.107692307692
12	-9.13407827722	3	-8.95406141529	3	0.228571428571	0.314285714286	0.0857142857143
13	-1.79381465866	3	-2.26659403288	3	0.0666666666667	0.133333333333	0.0666666666667
14	-4.71888894172	3	-4.57581109247	3	0.075	0.125	0.05
15	-9.88558046336	3	-9.77086261071	3	0.152941176471	0.188235294118	0.0352941176471
16	-4.87850473362	3	-5.64973836271	3	0.0222222222222	0.111111111111	0.0888888888889
17	-13.3408676715	3	-14.6109290359	3	0.0105263157895	0.336842105263	0.326315789474
18	-15.9672693005	3	-15.8636648953	3	0.3	0.4	0.1
19	-5.07989063041	3	-5.12608749405	3	0.104761904762	0.114285714286	0.00952380952381
20	-20.1033678251	3	-20.947792535	3	0.254545454545	0.509090909091	0.254545454545
21	-12.9483764256	3	-13.0963892323	3	0.147826086957	0.173913043478	0.0260869565217
22	-15.6688989226	3	-15.7391160123	3	0.05	0.183333333333	0.133333333333
23	-16.4355690418	3	-16.6959614383	3	0.28	0.32	0.04
24	-7.95751670042	3	-9.54487196053	3	0.0307692307692	0.153846153846	0.123076923077
25	-18.1497374546	3	-18.5263701756	3	0.0222222222222	0.192592592593	0.17037037037
